Subject,Start Time,End Time,Description
Trishita/Jamie 1:1,2023-02-15 19:00:00+00:00,2023-02-15 19:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/bkv-ygzv-iap
Or dial: (US) +1 267-518-3516 PIN: 699809230#
More phone numbers: https://tel.meet/bkv-ygzv-iap?pin=3977229453014&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Email Assignment/ Read Slack channels ,2023-02-16 14:00:00+00:00,2023-02-16 15:00:00+00:00,
Learn Tableau,2023-02-16 15:00:00+00:00,2023-02-16 16:00:00+00:00,
Break,2023-02-16 16:00:00+00:00,2023-02-16 17:00:00+00:00,
Vicky / Trishita 1:1,2023-02-16 18:45:00+00:00,2023-02-16 19:05:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/tpy-wmzg-vvh
Or dial: (US) +1 505-445-7552 PIN: 505660198#
More phone numbers: https://tel.meet/tpy-wmzg-vvh?pin=9744985866552&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Group 3 Meeting,2023-02-16 22:00:00+00:00,2023-02-16 23:00:00+00:00,"Intros & Brainstorming

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/oec-seos-dbn
Or dial: (US) +1 575-629-0354 PIN: 863847781#
More phone numbers: https://tel.meet/oec-seos-dbn?pin=9015863673617&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Empathy deck - Vayner Lift breakdown Reading,2023-02-16 20:00:00+00:00,2023-02-16 21:00:00+00:00,
Winter 2023 Residency / VVM Project Briefing pt 1 [15M - CLOSED],2023-02-16 18:00:00+00:00,2023-02-16 18:30:00+00:00,"<br><br><b>**SAME MEETING LINK AS THE PREVIOUS LESSON, IF YOU ARE ON COHORTS 101 JUST STAY ON**</b><br><br>Topic: Winter 2023 Residency / VVM Project Briefing pt 1 [15M - CLOSED]<br>Time: Feb 16, 2023 12:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89231117707?pwd=V3kyaGVtcjZtUW1xRnR6U0RRSEpUQT09""><u>https://vaynerx.zoom.us/j/89231117707?pwd=V3kyaGVtcjZtUW1xRnR6U0RRSEpUQT09</u></a><br><br>Meeting ID: 892 3111 7707<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,89231117707#,,,,*11111# US (New York)<br>+16469313860,,89231117707#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>Meeting ID: 892 3111 7707<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbXGXZDypI""><u>https://vaynerx.zoom.us/u/kbXGXZDypI</u></a><br><br>event<br><br><br>Organizer: VaynerMedia Global Resident Training"
Assignment Prep,2023-02-17 14:00:00+00:00,2023-02-17 15:00:00+00:00,
Assignment Prep,2023-02-16 21:00:00+00:00,2023-02-16 22:00:00+00:00,
Tableau,2023-02-17 15:00:00+00:00,2023-02-17 16:00:00+00:00,
Consulting Onboarding,2023-02-17 16:00:00+00:00,2023-02-17 16:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/htu-zidh-msz
Or dial: (US) +1 567-234-0129 PIN: 257852344#
More phone numbers: https://tel.meet/htu-zidh-msz?pin=9526059113681&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
PET x Residents ,2023-02-17 18:00:00+00:00,2023-02-17 18:30:00+00:00,"Media, Analytics, and PM Residents party with PET!!

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/hce-keie-fxu
Or dial: (US) +1 413-296-5518 PIN: 773889474#
More phone numbers: https://tel.meet/hce-keie-fxu?pin=5650162065272&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Winter 2023 Residents / What PM Does at VM,2023-02-17 19:00:00+00:00,2023-02-17 20:00:00+00:00,"Topic: Winter 2023 Residents / What PM Does at VM<br>Time: Feb 17, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/82795786480?pwd=UGhBN3hwY0RmaFR1c0hkMXZ4OUxjQT09"">https://vaynerx.zoom.us/j/82795786480?pwd=UGhBN3hwY0RmaFR1c0hkMXZ4OUxjQT09</a><br><br>Meeting ID: 827 9578 6480<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,82795786480#,,,,*11111# US<br>+19294362866,,82795786480#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>Meeting ID: 827 9578 6480<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbJ9f7Is68"">https://vaynerx.zoom.us/u/kbJ9f7Is68</a>"
Todd Kaplan - requirements gathering,2023-02-17 20:30:00+00:00,2023-02-17 21:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/ifm-waxd-goq
Or dial: (US) +1 317-947-5171 PIN: 926300876#
More phone numbers: https://tel.meet/ifm-waxd-goq?pin=3304070369224&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Consulting onboard review and Assignment Prep,2023-02-17 21:00:00+00:00,2023-02-17 23:00:00+00:00,
Vayner Closed - Presidents' Day,2023-02-20 14:00:00+00:00,2023-02-20 23:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dat-ntfk-bwf
Or dial: (US) +1 929-276-0795 PIN: 836129526#
More phone numbers: https://tel.meet/dat-ntfk-bwf?pin=4553812062596&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Todd Kaplan - Linkedin Performance tracking,2023-02-21 14:00:00+00:00,2023-02-21 15:30:00+00:00,
Trishita & Vera <3,2023-02-21 15:30:00+00:00,2023-02-21 16:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/tfz-xevh-vhj
Or dial: (US) +1 727-564-9439 PIN: 404692999#
More phone numbers: https://tel.meet/tfz-xevh-vhj?pin=3686806459895&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Break,2023-02-21 18:00:00+00:00,2023-02-21 19:00:00+00:00,
Todd Kaplan,2023-02-21 16:00:00+00:00,2023-02-21 17:00:00+00:00,
Excel - 1,2023-02-09 21:00:00+00:00,2023-02-09 23:00:00+00:00,
Excel-1,2023-02-10 22:00:00+00:00,2023-02-10 23:00:00+00:00,
Todd Kaplan - LinkedIn Performance,2023-02-21 20:00:00+00:00,2023-02-21 22:00:00+00:00,
Group 3 Meeting ,2023-02-21 22:00:00+00:00,2023-02-21 23:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/gyv-tixm-kyw
Or dial: (US) +1 513-843-1317 PIN: 350563812#
More phone numbers: https://tel.meet/gyv-tixm-kyw?pin=3937982171884&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Slack - News,2023-02-22 14:00:00+00:00,2023-02-22 15:00:00+00:00,
Assignment - slide,2023-02-22 15:00:00+00:00,2023-02-22 16:00:00+00:00,
Break,2023-02-22 16:00:00+00:00,2023-02-22 17:00:00+00:00,
Value Proposition - Fake brand,2023-02-22 17:00:00+00:00,2023-02-22 18:00:00+00:00,
Exec Template Kickstart (doc version),2023-02-22 20:15:00+00:00,2023-02-22 20:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/dom-ccri-pfv
Or dial: (US) +1 352-541-0419 PIN: 901576997#
More phone numbers: https://tel.meet/dom-ccri-pfv?pin=6962961633404&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Go through consulting onboarding checklist,2023-02-22 18:00:00+00:00,2023-02-22 19:00:00+00:00,
Group 3 - Market Study,2023-02-22 19:00:00+00:00,2023-02-22 20:00:00+00:00,
Wrap-up ,2023-02-22 22:00:00+00:00,2023-02-22 23:00:00+00:00,
Analytics Residents Intro,2023-02-07 16:00:00+00:00,2023-02-07 16:30:00+00:00,"<a href=""https://meet.google.com/qvv-jrma-ney"">Intro</a><br>10:00AM- 11:00AM"
Adidas Slide - Friday Presentation,2023-02-23 14:00:00+00:00,2023-02-23 16:00:00+00:00,
Micheal Miebach Report,2023-02-23 16:00:00+00:00,2023-02-23 19:00:00+00:00,
Consulting Onboarding pt 2,2023-02-23 20:30:00+00:00,2023-02-23 21:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/kkm-fdhh-mxd
Or dial: (US) +1 262-468-7371 PIN: 928339447#
More phone numbers: https://tel.meet/kkm-fdhh-mxd?pin=3786475914846&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Exec onboarding,2023-02-23 21:00:00+00:00,2023-02-23 21:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/mos-cghj-mfg
Or dial: (US) +1 347-754-4494 PIN: 278350706#
More phone numbers: https://tel.meet/mos-cghj-mfg?pin=7943754421986&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
St. Jude Dash - Onboard/Jam Sesh,2023-02-23 21:30:00+00:00,2023-02-23 22:15:00+00:00,"<span>Hi! Setting aside time this week to do a run through of the St. Jude Dashboard for our new team member, Trishita :)</span><br><ul><li>Trishita - pls ensure dashboard access is set up and flag to myself and Vera any roadblocks!</li><li>Mac - to help add color to metric explanation </li><li>Vera - to help with background on account and add color on dash etc.</li><li>Christina - added you as optional if you have the time and want to add any context and further information on St. Jude </li></ul><br>Thanks y'all! LMK if we need to shift timing at all

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/tqu-mktx-cns
Or dial: (US) +1 978-730-5595 PIN: 999953642#
More phone numbers: https://tel.meet/tqu-mktx-cns?pin=6535225244411&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
Read exec sheet,2023-02-23 22:15:00+00:00,2023-02-23 23:00:00+00:00,
Presentation Preparation,2023-02-24 14:00:00+00:00,2023-02-24 15:00:00+00:00,
Exec Onboarding,2023-02-24 16:00:00+00:00,2023-02-24 16:30:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/cgf-csig-ckc
Or dial: (US) +1 414-909-4832 PIN: 564857618#
More phone numbers: https://tel.meet/cgf-csig-ckc?pin=6026730970772&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
The Industry Bulletin [Retail],2023-02-13 17:00:00+00:00,2023-02-13 18:00:00+00:00,"<br>The Industry Bulletin will be a monthly deep dive into key industry verticals for teams to join and engage in an open forum to share:<br><ul><li dir=""ltr""><p dir=""ltr"">New briefs/priority focus for the upcoming quarter</p></li><li dir=""ltr""><p dir=""ltr"">Identify pain points and areas of opportunity</p></li><li dir=""ltr""><p dir=""ltr"">Identify key internal/external touch points and ideation opportunities for team osmosis </p></li></ul><br>Partnerships will lead with additional support to generate discussion and provide proactive recommendations. This allows us to get even closer to the D2D ongoings with accounts, while providing a runway for teams to share what's coming down the pipeline in the macro.<br>The sessions will cover the <b>Retail, Auto, CPG and B2B</b><b> </b>verticals and cycle through each in the same order month over month.

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/sze-pevr-zyn
Or dial: (US) +1 402-862-6130 PIN: 447509912#
More phone numbers: https://tel.meet/sze-pevr-zyn?pin=3607352938208&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
"[Who, What, Why?] HOW TO BUY NETFLIX 101 (via Xandr DSP)",2023-02-16 17:30:00+00:00,2023-02-16 18:30:00+00:00,"<b>Microsoft Teams meeting</b><br><b><br></b>Join on your computer, mobile app or room device:<br><br>Click here to join the meeting&lt;<a href=""https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGYzOTJmNWEtNThkYi00M2E2LWJmNWMtM2Q3MWVjMGNjN2E0%40thread.v2/0?context=%7b%22Tid%22%3a%2272f988bf-86f1-41af-91ab-2d7cd011db47%22%2c%22Oid%22%3a%227969c043-7ccb-4a55-8ab5-1de4c1c8c52b%22%7d""><u>https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGYzOTJmNWEtNThkYi00M2E2LWJmNWMtM2Q3MWVjMGNjN2E0%40thread.v2/0?context=%7b%22Tid%22%3a%2272f988bf-86f1-41af-91ab-2d7cd011db47%22%2c%22Oid%22%3a%227969c043-7ccb-4a55-8ab5-1de4c1c8c52b%22%7d</u></a>&gt;<br><br>Meeting ID: 280 437 951 392<br><br>Passcode: YvvFst<br><br>Download Teams&lt;<a href=""https://www.microsoft.com/en-us/microsoft-teams/download-app""><u>https://www.microsoft.com/en-us/microsoft-teams/download-app</u></a>&gt; | Join on the web&lt;<a href=""https://www.microsoft.com/microsoft-teams/join-a-meeting""><u>https://www.microsoft.com/microsoft-teams/join-a-meeting</u></a>&gt;<br><br><br>It is with great excitement that we announce our 4th [Who, What, Why?] programming session, this time focusing on one of the hottest new-to-ad-placement platforms: <b>NETFLIX.</b><br><b><br></b><br>ICYMI, Netflix announced an ad-supported membership tier in Q4 ‘23, bringing ads into the streaming platform for the first time.<b><br></b><br><br>Netflix has partnered exclusively with Microsoft to purchase the ads via Xandr DSP, and this session will be aimed at educating all teams on how exactly we can buy this inventory, as well as what audience and measurement solutions look like.<br><br>As always, attendance is strongly encouraged for all VaynerX employees, and this session will be recorded for those who cannot make it.<br><br>Questions? Please reach out to <a href=""mailto:partnerships@vaynermedia.com"">partnerships@vaynermedia.com</a>."
NYU projects.,2023-02-24 19:00:00+00:00,2023-02-24 21:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Join with Google Meet: https://meet.google.com/yrd-zmbm-eup
Or dial: (US) +1 262-345-7115 PIN: 941771012#
More phone numbers: https://tel.meet/yrd-zmbm-eup?pin=3896251421871&hs=7

Learn more about Meet at: https://support.google.com/a/users/answer/9282720

Please do not edit this section.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-"
